Datetime,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,CO_ugm3,O3_ugm3,SO2_ugm3,Temp_2m_C,Humidity_Percent,Wind_Speed_10m_kmh
2022-08-05 00:00:00,35.5,51.7,58.8,722.0,36.0,29.8,26.5,94.0,7.1
2022-08-05 01:00:00,31.9,46.6,43.2,576.0,45.0,25.9,25.8,94.0,8.8
2022-08-05 02:00:00,28.2,41.0,25.9,421.0,56.0,21.8,25.7,93.0,12.5
2022-08-05 03:00:00,24.8,36.0,18.7,362.0,62.0,20.2,25.3,95.0,10.0
2022-08-05 04:00:00,22.1,31.8,14.3,335.0,67.0,19.4,25.2,95.0,9.5
2022-08-05 05:00:00,40.9,58.8,38.8,595.0,28.0,28.4,24.8,95.0,10.7
2022-08-05 06:00:00,37.5,53.9,40.2,605.0,33.0,33.7,25.3,93.0,11.4
2022-08-05 07:00:00,32.5,46.7,42.0,618.0,40.0,41.2,26.2,89.0,13.1
2022-08-05 08:00:00,32.1,46.4,42.2,615.0,53.0,47.8,27.0,86.0,13.4
2022-08-05 09:00:00,33.1,48.0,38.4,579.0,67.0,46.5,28.0,83.0,12.8
2022-08-05 10:00:00,34.8,50.5,32.5,524.0,83.0,42.3,28.7,81.0,11.8
2022-08-05 11:00:00,33.4,48.7,26.0,470.0,105.0,37.9,29.5,78.0,11.4
2022-08-05 12:00:00,36.3,53.1,23.4,461.0,121.0,37.8,29.8,75.0,11.2
2022-08-05 13:00:00,39.6,57.7,21.6,468.0,138.0,39.1,30.3,74.0,9.9
2022-08-05 14:00:00,41.0,59.5,21.8,484.0,154.0,41.3,29.4,78.0,10.4
2022-08-05 15:00:00,41.7,60.3,22.0,417.0,163.0,41.5,30.4,75.0,8.0
2022-08-05 16:00:00,41.3,59.8,23.1,330.0,169.0,41.6,30.7,74.0,7.6
2022-08-05 17:00:00,39.7,59.4,44.0,540.0,129.0,47.3,29.8,79.0,6.6
2022-08-05 18:00:00,42.5,63.1,61.0,1012.0,101.0,53.9,29.5,80.0,4.9
2022-08-05 19:00:00,59.4,86.6,85.1,1682.0,60.0,63.3,28.5,87.0,5.4
2022-08-05 20:00:00,73.6,106.4,110.0,1790.8,17.0,72.2,27.8,90.0,7.7
2022-08-05 21:00:00,85.7,123.9,116.1,1899.6,4.0,73.2,27.4,91.0,7.5
2022-08-05 22:00:00,88.5,127.6,116.1,2008.4,1.0,71.4,27.1,93.0,5.1
2022-08-05 23:00:00,78.2,112.5,111.7,2117.2,1.0,66.6,26.9,93.0,5.2
2022-08-06 00:00:00,67.3,96.9,105.9,2226.0,4.0,60.9,26.7,94.0,5.6
2022-08-06 01:00:00,59.3,85.7,97.4,1741.0,9.0,53.6,26.5,95.0,4.1
2022-08-06 02:00:00,55.3,80.1,86.1,1204.0,16.0,45.6,26.4,95.0,5.4
2022-08-06 03:00:00,54.6,78.9,78.8,1030.0,17.0,42.4,26.2,96.0,5.4
2022-08-06 04:00:00,55.8,80.8,71.8,957.0,16.0,40.7,26.1,96.0,4.7
2022-08-06 05:00:00,112.2,161.1,106.8,1599.0,1.0,50.05,26.0,97.0,5.2
2022-08-06 06:00:00,101.0,145.3,99.4,2241.0,17.0,59.4,25.6,93.0,7.6
2022-08-06 07:00:00,83.8,120.6,88.6,1692.0,41.0,68.75,25.5,93.0,4.4
2022-08-06 08:00:00,63.1,92.0,72.7,1083.0,77.0,78.1,26.7,89.0,4.2
2022-08-06 09:00:00,54.4,80.6,59.3,866.0,108.0,78.0,28.5,83.0,4.7
2022-08-06 10:00:00,53.3,79.2,44.9,759.0,143.0,77.73333333333333,29.6,80.0,2.3
2022-08-06 11:00:00,54.9,81.3,29.4,677.0,187.0,77.46666666666667,30.5,77.0,1.1
2022-08-06 12:00:00,55.1,81.0,22.2,635.0,220.0,77.2,31.0,74.0,2.4
2022-08-06 13:00:00,54.7,80.6,17.9,629.0,252.0,73.7,31.7,71.0,3.3
2022-08-06 14:00:00,56.1,82.4,17.2,636.0,245.5,69.4,32.2,69.0,3.4
2022-08-06 15:00:00,56.3,82.4,18.9,581.0,239.0,66.3,32.5,66.0,3.2
2022-08-06 16:00:00,56.5,82.4,23.2,517.0,232.5,63.5,32.7,65.0,3.9
2022-08-06 17:00:00,54.9,80.6,44.5,647.0,226.0,62.5,31.7,67.0,4.7
2022-08-06 18:00:00,71.5,104.3,74.2,1130.0,180.0,67.2,30.9,72.0,5.9
2022-08-06 19:00:00,98.5,142.5,116.6,1814.0,113.0,73.8,29.8,82.0,4.0
2022-08-06 20:00:00,109.7,158.3,116.38571428571429,1921.25,41.0,76.3,29.3,83.0,5.4
2022-08-06 21:00:00,117.6,169.5,116.17142857142856,2028.5,17.0,78.8,28.8,87.0,4.7
2022-08-06 22:00:00,115.0,165.8,115.95714285714286,2135.75,7.0,75.6,28.5,88.0,6.0
2022-08-06 23:00:00,109.0,156.9,115.74285714285712,2243.0,1.0,69.9,28.1,89.0,6.0
2022-08-07 00:00:00,99.7,143.9,115.52857142857142,2019.0,-2.0,65.7,27.9,90.0,5.2
2022-08-07 01:00:00,93.1,134.1,115.3142857142857,1730.0,0.0,60.7,27.6,90.0,5.2
2022-08-07 02:00:00,84.8,122.5,115.1,1345.0,9.0,52.7,27.5,91.0,5.2
2022-08-07 03:00:00,68.9,99.2,90.3,1065.0,24.0,44.2,27.0,90.0,8.4
2022-08-07 04:00:00,51.8,74.5,61.8,785.0,43.0,34.4,25.2,94.0,14.3
2022-08-07 05:00:00,50.9,73.1,50.3,668.0,57.0,28.5,26.0,93.0,4.1
2022-08-07 06:00:00,32.2,46.3,49.2,635.0,57.0,30.6,26.1,92.0,4.3
2022-08-07 07:00:00,21.7,31.3,47.5,588.0,57.0,33.7,26.9,88.0,6.7
2022-08-07 08:00:00,17.9,26.2,44.3,536.0,62.0,37.6,27.6,85.0,6.9
2022-08-07 09:00:00,17.2,25.1,40.8,520.0,71.0,39.8,28.8,81.0,7.6
2022-08-07 10:00:00,19.7,28.5,36.8,514.0,83.0,41.8,29.9,75.0,10.3
2022-08-07 11:00:00,21.9,32.1,31.9,508.0,103.0,43.9,30.3,73.0,12.9
2022-08-07 12:00:00,26.9,39.3,28.6,499.0,123.0,44.7,30.7,72.0,13.8
2022-08-07 13:00:00,30.7,45.4,25.8,491.0,146.0,45.0,29.9,76.0,12.7
2022-08-07 14:00:00,35.6,53.1,24.9,487.0,168.0,45.8,30.5,77.0,11.8
2022-08-07 15:00:00,37.7,56.5,26.5,462.0,175.0,47.2,30.4,77.0,13.9
2022-08-07 16:00:00,39.2,58.9,30.0,433.0,176.0,49.0,28.4,84.0,11.9
2022-08-07 17:00:00,31.1,44.5,77.8,821.0,48.0,67.2,27.7,86.0,9.4
2022-08-07 18:00:00,29.9,42.7,78.3,912.0,44.0,65.0,27.3,87.0,9.0
2022-08-07 19:00:00,33.1,47.1,79.2,1043.0,39.0,61.8,27.0,89.0,7.2
2022-08-07 20:00:00,36.4,52.2,81.2,1217.0,31.0,58.0,26.7,91.0,5.4
2022-08-07 21:00:00,40.4,57.6,84.0,1344.0,23.0,56.6,26.5,92.0,6.0
2022-08-07 22:00:00,45.1,64.5,87.6,1471.0,14.0,55.8,26.1,93.0,6.8
2022-08-07 23:00:00,46.2,66.1,90.9,1559.0,5.0,54.4,25.9,94.0,7.2
2022-08-08 00:00:00,45.5,65.0,91.9,1519.0,1.0,52.6,25.8,95.0,5.4
2022-08-08 01:00:00,46.7,66.6,92.0,1416.0,0.0,50.5,25.7,95.0,7.6
2022-08-08 02:00:00,48.5,69.4,88.6,1263.0,0.0,47.5,25.4,95.0,5.9
2022-08-08 03:00:00,49.1,70.3,81.6,1161.0,3.0,44.4,25.2,96.0,5.2
2022-08-08 04:00:00,47.7,68.2,71.8,1052.0,7.0,41.0,25.1,96.0,4.7
2022-08-08 05:00:00,55.6,79.6,71.1,1322.0,6.0,43.5,25.0,97.0,4.3
2022-08-08 06:00:00,49.9,71.2,66.2,1197.0,19.0,51.0,25.6,95.0,3.4
2022-08-08 07:00:00,48.1,68.7,59.2,1019.0,37.0,61.5,26.6,91.0,3.8
2022-08-08 08:00:00,43.5,62.4,49.7,809.0,65.0,71.7,28.1,84.0,5.7
2022-08-08 09:00:00,41.6,59.5,43.3,713.0,89.0,72.5,29.6,78.0,5.8
2022-08-08 10:00:00,43.7,62.6,37.1,642.0,116.0,69.9,30.7,74.0,5.6
2022-08-08 11:00:00,43.1,61.7,30.0,571.0,148.0,64.7,31.9,69.0,6.3
2022-08-08 12:00:00,41.9,60.1,25.3,530.0,169.0,59.5,32.7,66.0,6.9
2022-08-08 13:00:00,40.2,57.6,21.2,502.0,187.0,53.2,33.2,63.0,7.1
2022-08-08 14:00:00,39.6,56.9,20.1,486.0,201.0,47.3,33.4,61.0,7.2
2022-08-08 15:00:00,39.8,57.2,21.3,397.0,204.0,45.3,33.4,60.0,7.2
2022-08-08 16:00:00,40.3,58.0,24.8,295.0,200.0,45.1,33.3,61.0,7.2
2022-08-08 17:00:00,43.5,64.3,43.3,527.0,164.0,52.5,32.6,63.0,7.7
2022-08-08 18:00:00,55.6,81.3,64.4,894.0,124.0,54.7,31.7,72.0,4.5
2022-08-08 19:00:00,67.5,97.6,94.2,1418.0,68.0,57.8,30.4,83.0,4.2
2022-08-08 20:00:00,74.7,107.8,101.06666666666666,2074.0,9.0,63.8,29.7,85.0,5.4
2022-08-08 21:00:00,78.9,114.1,107.93333333333334,2120.6,-5.0,71.9,29.3,88.0,4.3
2022-08-08 22:00:00,86.8,125.3,114.8,2167.2,-4.0,71.72500000000001,29.1,87.0,6.0
2022-08-08 23:00:00,93.8,135.0,102.0,2213.8,0.0,71.55000000000001,28.6,88.0,6.8
2022-08-09 00:00:00,88.0,126.7,96.6,2260.4,-1.0,71.375,28.3,88.0,7.1
2022-08-09 01:00:00,77.3,111.1,91.4,2307.0,-1.0,71.2,28.1,88.0,8.2
2022-08-09 02:00:00,68.5,98.3,84.7,1664.0,0.0,57.4,27.8,88.0,8.1
2022-08-09 03:00:00,62.9,90.1,79.6,1367.0,1.0,51.0,27.6,88.0,8.1
2022-08-09 04:00:00,60.1,86.1,74.4,1131.0,3.0,45.9,27.4,89.0,8.0
2022-08-09 05:00:00,66.6,95.2,75.2,1151.0,3.0,44.0,27.5,89.0,8.4
2022-08-09 06:00:00,66.4,95.0,72.7,1106.0,16.0,46.8,28.1,88.0,6.5
2022-08-09 07:00:00,67.8,96.9,69.0,1039.0,36.0,50.8,29.0,86.0,7.2
2022-08-09 08:00:00,61.9,88.7,61.0,921.0,64.0,54.3,30.1,81.0,7.6
2022-08-09 09:00:00,53.2,76.4,50.5,794.0,87.0,54.1,31.6,72.0,10.2
2022-08-09 10:00:00,48.4,69.8,37.6,642.0,112.0,52.3,32.5,68.0,16.2
2022-08-09 11:00:00,46.4,67.1,23.7,480.0,140.0,48.6,33.0,67.0,16.9
2022-08-09 12:00:00,44.7,65.2,17.9,416.0,154.0,44.1,33.3,66.0,18.2
2022-08-09 13:00:00,41.2,60.5,14.7,382.0,165.0,38.4,33.7,65.0,17.7
2022-08-09 14:00:00,39.6,58.7,16.0,373.0,167.0,32.8,33.7,63.0,16.6
2022-08-09 15:00:00,38.1,56.8,22.4,339.0,157.0,31.1,33.6,60.0,14.8
2022-08-09 16:00:00,38.1,56.2,32.5,314.0,138.0,30.9,33.8,58.0,14.5
2022-08-09 17:00:00,33.9,50.2,39.6,447.0,116.0,38.0,33.5,60.0,11.4
2022-08-09 18:00:00,41.0,59.4,47.2,793.0,96.0,42.0,32.1,71.0,8.1
2022-08-09 19:00:00,51.1,73.3,58.0,1290.0,67.0,47.6,30.8,78.0,7.3
2022-08-09 20:00:00,64.7,92.7,67.9,1951.0,35.0,57.7,30.0,83.0,6.2
2022-08-09 21:00:00,80.6,115.3,67.8,1966.1666666666667,25.0,70.0,29.3,86.0,5.8
2022-08-09 22:00:00,94.1,134.6,64.0,1981.3333333333333,21.0,71.575,28.8,88.0,5.6
2022-08-09 23:00:00,101.5,145.8,59.1,1996.5,18.0,73.15,28.6,89.0,5.6
2022-08-10 00:00:00,100.4,143.4,57.5,2011.6666666666667,15.0,74.725,28.3,89.0,6.6
2022-08-10 01:00:00,90.3,129.5,56.3,2026.8333333333333,13.0,76.3,27.9,90.0,7.1
2022-08-10 02:00:00,80.1,114.6,56.4,2042.0,10.0,60.2,27.7,90.0,7.4
2022-08-10 03:00:00,74.3,106.4,59.0,1782.0,5.0,53.5,27.6,89.0,7.3
2022-08-10 04:00:00,70.3,100.8,63.0,1570.0,-1.0,48.4,27.5,89.0,8.3
2022-08-10 05:00:00,71.0,101.7,68.8,1400.0,1.0,46.3,27.8,90.0,5.0
2022-08-10 06:00:00,65.4,94.1,67.2,1277.0,13.0,51.0,28.5,86.0,4.7
2022-08-10 07:00:00,60.8,87.1,64.9,1100.0,31.0,57.5,29.5,83.0,6.1
2022-08-10 08:00:00,45.3,65.4,57.7,859.0,56.0,60.5,30.8,77.0,8.7
2022-08-10 09:00:00,32.7,47.8,46.0,685.0,74.0,53.7,32.1,64.0,16.9
2022-08-10 10:00:00,26.0,39.6,30.9,508.0,93.0,42.0,32.1,67.0,16.4
2022-08-10 11:00:00,24.2,38.1,15.4,335.0,114.0,28.9,33.3,63.0,15.5
2022-08-10 12:00:00,24.9,40.0,11.1,283.0,125.0,24.7,34.1,57.0,16.2
2022-08-10 13:00:00,24.8,40.9,10.6,279.0,133.0,23.0,34.3,56.0,15.5
2022-08-10 14:00:00,23.7,39.8,14.6,304.0,134.0,22.6,34.5,56.0,13.1
2022-08-10 15:00:00,23.6,39.5,21.6,319.0,124.0,23.7,34.5,56.0,11.9
2022-08-10 16:00:00,24.6,40.3,31.9,349.0,107.0,26.1,34.2,56.0,11.5
2022-08-10 17:00:00,26.7,40.4,37.2,411.0,109.0,32.0,33.8,58.0,7.1
2022-08-10 18:00:00,31.2,46.0,43.9,639.0,90.0,34.5,32.6,70.0,6.4
2022-08-10 19:00:00,38.8,56.2,53.5,961.0,63.0,38.0,30.9,78.0,8.0
2022-08-10 20:00:00,41.9,60.5,62.5,1258.0,35.0,40.9,30.2,81.0,8.4
2022-08-10 21:00:00,39.6,57.4,63.6,1260.0,30.0,40.1,30.0,81.0,8.8
2022-08-10 22:00:00,38.2,55.5,61.8,1151.0,33.0,37.8,29.8,80.0,12.3
2022-08-10 23:00:00,38.2,56.1,56.8,962.0,37.0,35.0,29.2,81.0,12.4
2022-08-11 00:00:00,37.6,56.6,51.5,813.0,37.0,34.5,28.5,83.0,14.0
2022-08-11 01:00:00,36.4,55.6,44.4,640.0,37.0,34.6,28.1,83.0,12.8
2022-08-11 02:00:00,33.2,51.0,35.3,454.0,38.0,33.8,28.0,82.0,14.2
2022-08-11 03:00:00,28.5,44.2,28.9,380.0,40.0,31.5,27.8,82.0,14.5
2022-08-11 04:00:00,24.6,38.6,22.6,342.0,43.0,28.4,27.6,85.0,17.0
2022-08-11 05:00:00,17.5,31.1,13.7,277.0,53.0,26.4,26.9,87.0,16.6
2022-08-11 06:00:00,17.3,29.5,17.5,315.0,48.0,26.2,27.3,84.0,17.1
2022-08-11 07:00:00,18.6,30.7,22.8,369.0,41.0,26.0,28.2,79.0,19.6
2022-08-11 08:00:00,17.1,28.8,26.6,411.0,41.0,25.3,28.7,77.0,19.53333333333333
2022-08-11 09:00:00,16.2,28.5,24.0,392.0,55.0,24.1,28.1,80.0,19.466666666666665
2022-08-11 10:00:00,18.7,32.7,18.5,347.0,76.0,22.5,27.7,83.0,19.4
2022-08-11 11:00:00,22.0,41.8,12.7,296.0,100.0,20.8,27.6,85.0,18.8
2022-08-11 12:00:00,22.2,42.5,11.4,282.0,111.0,20.0,28.0,83.0,18.8
2022-08-11 13:00:00,23.3,43.8,11.6,278.0,119.0,19.5,28.3,82.0,18.8
2022-08-11 14:00:00,23.5,43.1,14.1,284.0,121.0,19.5,27.7,83.0,18.8
2022-08-11 15:00:00,22.6,41.6,18.3,294.0,113.0,19.9,27.1,82.0,18.8
2022-08-11 16:00:00,21.0,39.6,24.2,311.0,98.0,20.6,27.3,86.0,13.4
2022-08-11 17:00:00,27.9,48.4,41.2,416.0,76.0,28.5,28.7,83.0,11.5
2022-08-11 18:00:00,30.5,49.2,45.3,556.0,64.0,32.8,28.3,85.0,11.8
2022-08-11 19:00:00,34.2,52.5,51.2,757.0,47.0,38.7,27.7,86.0,12.9
2022-08-11 20:00:00,37.5,55.6,56.7,992.0,28.0,45.9,27.4,85.0,12.8
2022-08-11 21:00:00,40.2,58.6,56.7,1107.0,21.0,49.7,27.1,85.0,13.2
2022-08-11 22:00:00,43.0,61.9,54.7,1195.0,17.0,52.8,26.8,84.0,12.5
2022-08-11 23:00:00,44.4,63.8,51.5,1254.0,13.0,55.4,26.4,84.0,11.9
2022-08-12 00:00:00,45.9,65.7,49.4,1241.0,11.0,56.0,25.9,86.0,8.7
2022-08-12 01:00:00,49.1,70.3,47.2,1188.0,9.0,55.7,25.6,87.0,7.9
2022-08-12 02:00:00,49.8,71.2,45.0,1087.0,8.0,53.7,25.2,87.0,7.7
2022-08-12 03:00:00,49.2,70.5,45.1,992.0,7.0,50.8,25.1,87.0,9.6
2022-08-12 04:00:00,47.5,68.0,46.0,878.0,5.0,46.7,25.3,85.0,11.3
2022-08-12 05:00:00,35.3,51.7,38.6,491.0,16.0,31.4,26.2,84.0,12.6
2022-08-12 06:00:00,31.9,47.6,36.4,480.0,24.0,30.8,26.8,84.0,12.7
2022-08-12 07:00:00,30.6,46.3,33.2,463.0,35.0,29.8,28.2,81.0,11.8
2022-08-12 08:00:00,22.6,35.7,28.3,431.0,53.0,28.2,29.4,75.0,18.4
2022-08-12 09:00:00,19.6,32.9,23.6,394.0,70.0,26.8,30.5,71.0,18.21111111111111
2022-08-12 10:00:00,20.5,35.0,18.5,350.0,89.0,25.2,31.7,66.0,18.022222222222226
2022-08-12 11:00:00,22.2,37.0,13.2,301.0,109.0,23.1,32.4,63.0,17.833333333333332
2022-08-12 14:00:00,21.0,35.5,13.1,263.0,118.0,18.1,33.8,57.0,17.266666666666666
2022-08-12 15:00:00,20.3,34.5,19.1,282.0,106.0,18.9,33.9,56.0,17.077777777777776
2022-08-12 16:00:00,19.3,33.2,27.9,315.0,88.0,20.6,33.5,58.0,16.88888888888889
2022-08-12 17:00:00,18.6,29.0,34.4,374.0,76.0,24.4,32.4,61.0,16.7
2022-08-12 18:00:00,24.0,35.7,39.2,590.0,65.0,27.8,30.9,70.0,12.0
2022-08-12 19:00:00,32.1,46.9,45.9,897.0,48.0,32.6,29.7,74.0,11.0
2022-08-12 20:00:00,38.4,55.8,54.7,1186.0,29.0,37.7,29.0,77.0,9.1
2022-08-12 21:00:00,41.2,59.8,61.2,1205.0,19.0,38.9,28.1,83.0,8.8
2022-08-12 22:00:00,39.8,58.3,67.8,1124.0,12.0,38.9,27.8,83.0,9.8
2022-08-12 23:00:00,35.7,53.1,70.3,964.0,8.0,38.3,27.7,82.0,12.1
2022-08-13 00:00:00,31.4,47.3,63.7,816.0,13.0,37.8,27.5,82.0,13.5
2022-08-13 01:00:00,28.8,43.8,52.0,634.0,22.0,36.8,27.2,83.0,13.3
2022-08-13 02:00:00,28.1,43.0,37.9,442.0,33.0,35.9,26.9,84.0,11.7
2022-08-13 03:00:00,28.1,43.1,31.2,379.0,37.0,35.9,26.6,86.0,11.2
2022-08-13 04:00:00,28.2,43.2,26.0,358.0,39.0,36.2,26.3,87.0,10.8
2022-08-13 05:00:00,27.0,43.0,19.5,332.0,49.0,37.2,26.6,86.0,12.8
2022-08-13 06:00:00,27.0,42.8,21.5,355.0,49.0,38.2,27.0,85.0,14.3
2022-08-13 07:00:00,26.4,42.0,24.3,387.0,50.0,39.4,28.0,81.0,17.0
2022-08-13 08:00:00,26.5,43.3,26.0,414.0,57.0,39.5,29.1,77.0,19.2
2022-08-13 09:00:00,27.1,45.1,23.9,405.0,72.0,36.9,30.1,73.0,19.3
2022-08-13 10:00:00,28.8,48.7,20.1,382.0,91.0,33.0,31.2,69.0,19.4
2022-08-13 11:00:00,30.3,51.2,16.1,356.0,115.0,28.8,32.1,65.0,19.5
2022-08-13 12:00:00,31.2,53.6,14.8,347.0,128.0,27.0,32.8,62.0,19.6
2022-08-13 13:00:00,32.0,56.0,14.4,343.0,139.0,26.0,33.3,60.0,18.9
2022-08-13 14:00:00,32.0,57.4,16.8,349.0,145.0,26.6,33.5,59.0,18.1
2022-08-13 15:00:00,32.8,60.3,21.1,349.0,142.0,29.2,33.4,60.0,17.1
2022-08-13 16:00:00,33.2,60.8,27.4,352.0,133.0,33.2,32.9,62.0,15.0
2022-08-13 17:00:00,33.2,59.8,39.5,427.0,119.0,40.0,32.0,66.0,10.2
2022-08-13 18:00:00,36.6,61.0,51.3,586.0,95.0,41.5,30.9,74.0,6.9
2022-08-13 19:00:00,39.9,63.3,68.1,814.0,61.0,43.6,29.7,81.0,6.6
2022-08-13 20:00:00,43.0,67.1,85.8,1097.0,23.0,47.3,29.1,83.0,7.5
2022-08-13 21:00:00,42.5,65.9,90.8,1245.0,11.0,50.3,28.6,85.0,7.6
2022-08-13 22:00:00,43.9,67.3,91.9,1370.0,5.0,53.8,28.0,88.0,6.4
2022-08-13 23:00:00,46.2,70.5,90.4,1526.0,2.0,61.2,27.6,90.0,5.1
2022-08-14 00:00:00,48.8,74.3,87.7,1652.0,0.0,71.1,27.4,91.0,4.7
2022-08-14 01:00:00,56.0,84.8,83.1,1774.0,0.0,66.83999999999999,27.1,92.0,3.7
2022-08-14 02:00:00,66.6,99.9,76.6,1903.0,1.0,62.58,26.8,92.0,5.4
2022-08-14 03:00:00,75.7,112.9,71.6,1997.0,1.0,58.31999999999999,26.3,92.0,3.0
2022-08-14 04:00:00,82.0,122.0,66.4,2076.0,2.0,54.06,26.1,94.0,10.9
2022-08-14 05:00:00,54.7,82.2,69.9,1402.0,5.0,49.8,26.6,89.0,7.9
2022-08-14 06:00:00,45.4,69.2,63.0,1206.0,13.0,47.5,27.1,89.0,9.4
2022-08-14 07:00:00,34.0,53.8,53.1,928.0,24.0,44.2,27.8,85.0,12.5
2022-08-14 08:00:00,31.5,50.5,42.0,626.0,43.0,42.0,28.8,80.0,14.7
2022-08-14 09:00:00,28.8,46.2,37.5,530.0,60.0,43.4,30.1,73.0,11.8
2022-08-14 10:00:00,32.7,50.6,34.9,495.0,80.0,46.5,31.2,68.0,4.6
2022-08-14 11:00:00,37.6,56.8,33.5,483.0,102.0,50.8,32.4,65.0,3.9
2022-08-14 12:00:00,41.1,61.5,33.3,486.0,116.0,54.3,32.9,63.0,1.1
2022-08-14 13:00:00,44.0,65.2,34.5,509.0,128.0,58.2,28.8,78.0,5.15
2022-08-14 14:00:00,47.8,70.8,39.2,551.0,131.0,59.3,27.8,86.0,9.2
2022-08-14 15:00:00,51.9,76.6,46.7,579.0,118.0,54.0,28.0,86.0,6.7
2022-08-14 16:00:00,54.0,79.2,56.6,612.0,94.0,45.2,28.9,84.0,3.6
2022-08-14 17:00:00,51.8,76.4,67.4,693.0,90.0,61.2,28.1,84.0,6.3
2022-08-14 18:00:00,58.6,86.4,70.2,949.0,79.0,60.9,27.9,86.0,7.0
2022-08-14 19:00:00,68.0,99.0,74.2,1312.0,62.0,60.3,27.4,89.0,5.6
2022-08-14 20:00:00,68.2,98.7,78.1,1678.0,43.0,59.0,27.3,90.0,4.2
2022-08-14 21:00:00,68.2,98.7,78.6,1752.0,34.0,57.2,27.2,92.0,5.5
2022-08-14 22:00:00,66.8,96.4,77.8,1726.0,28.0,55.0,26.8,94.0,7.0
2022-08-14 23:00:00,64.3,92.7,75.4,1611.0,23.0,51.8,26.5,95.0,6.2
2022-08-15 00:00:00,60.3,86.6,72.4,1466.0,21.0,49.8,26.3,95.0,6.2
2022-08-15 01:00:00,57.6,82.7,68.4,1268.0,20.0,47.9,26.1,95.0,6.1
2022-08-15 02:00:00,54.9,78.7,62.5,1015.0,22.0,44.5,25.9,95.0,6.6
2022-08-15 03:00:00,51.6,73.8,57.3,854.0,26.0,40.2,25.9,96.0,5.8
2022-08-15 04:00:00,46.8,67.1,51.8,704.0,32.0,35.0,25.9,96.0,7.8
2022-08-15 05:00:00,49.4,70.8,43.1,617.0,31.0,37.3,26.3,93.0,10.0
2022-08-15 06:00:00,50.6,72.6,43.5,648.0,36.0,41.0,26.4,90.0,8.8
2022-08-15 07:00:00,50.4,72.4,43.8,691.0,43.0,46.3,26.9,87.0,8.3
2022-08-15 08:00:00,46.7,67.3,41.6,698.0,55.0,49.7,28.1,82.0,10.7
2022-08-15 09:00:00,41.9,60.8,35.7,622.0,68.0,46.2,29.2,75.0,12.8
2022-08-15 10:00:00,32.6,48.3,27.5,503.0,82.0,39.5,29.5,73.0,15.5
2022-08-15 11:00:00,28.8,45.5,18.8,372.0,100.0,31.7,30.2,69.0,16.7
2022-08-15 12:00:00,26.3,44.7,15.6,330.0,111.0,28.5,31.0,66.0,17.2
2022-08-15 13:00:00,25.3,44.2,14.0,313.0,122.0,26.5,30.4,68.0,17.0
2022-08-15 14:00:00,25.6,43.8,15.1,310.0,126.0,24.9,30.0,69.0,14.5
2022-08-15 15:00:00,24.9,41.0,19.2,306.0,117.0,24.7,30.3,70.0,14.2
2022-08-15 16:00:00,23.7,37.7,25.7,311.0,101.0,25.4,30.4,70.0,14.0
2022-08-15 17:00:00,31.8,47.1,38.4,443.0,97.0,34.2,30.4,71.0,12.5
2022-08-15 18:00:00,31.2,46.9,41.0,459.0,82.0,34.0,28.5,83.0,5.6
2022-08-15 19:00:00,29.7,45.6,44.6,481.0,60.0,33.9,27.9,86.0,5.6
2022-08-15 20:00:00,27.5,42.3,46.8,509.0,37.0,33.8,27.8,85.0,9.0
2022-08-15 21:00:00,25.0,38.4,44.0,526.0,30.0,33.8,27.8,84.0,13.8
2022-08-15 22:00:00,23.5,36.0,39.0,541.0,27.0,34.0,27.3,84.0,14.6
2022-08-15 23:00:00,23.4,34.8,33.9,553.0,24.0,34.7,26.7,85.0,11.7
2022-08-16 00:00:00,24.2,35.3,34.1,557.0,20.0,36.5,26.4,84.0,11.2
2022-08-16 01:00:00,26.2,38.0,36.1,555.0,16.0,38.8,26.2,84.0,11.1
2022-08-16 02:00:00,27.8,40.3,37.2,534.0,14.0,40.0,26.0,85.0,11.3
2022-08-16 03:00:00,28.5,41.4,34.7,488.0,16.0,37.8,25.7,89.0,10.8
2022-08-16 04:00:00,28.1,41.2,30.6,426.0,20.0,34.0,25.7,90.0,10.1
2022-08-16 05:00:00,26.0,39.8,24.3,362.0,29.0,28.4,27.4,75.0,10.68
2022-08-16 06:00:00,21.4,35.9,26.5,369.0,28.0,27.1,27.6,76.0,11.26
2022-08-16 07:00:00,17.6,33.3,29.7,377.0,27.0,25.5,27.9,76.0,11.84
2022-08-16 16:00:00,26.8,51.6,25.0,323.0,102.0,24.9,27.9,81.0,17.060000000000002
2022-08-16 17:00:00,26.4,62.4,42.3,373.0,66.0,27.1,27.1,84.0,17.64
2022-08-16 18:00:00,24.9,61.5,43.2,381.0,61.0,27.2,26.9,86.0,18.22
2022-08-16 19:00:00,24.5,59.4,44.3,391.0,54.0,27.5,26.9,84.0,18.8
2022-08-16 20:00:00,23.1,56.5,44.3,396.0,45.0,27.8,27.0,83.0,18.9
2022-08-16 21:00:00,21.5,52.3,42.2,388.0,41.0,27.9,26.8,83.0,18.8375
2022-08-16 22:00:00,20.3,49.4,39.0,373.0,37.0,28.0,26.6,83.0,18.775
2022-08-16 23:00:00,18.8,46.3,33.8,344.0,34.0,28.2,26.5,84.0,18.7125
2022-08-17 01:00:00,16.0,39.0,24.0,273.0,33.0,28.0,26.1,85.0,18.5875
